Model,Release_date,Max_resolution,Low_resolution,Effective_pixels,Zoom_wide_W,Zoom_tele_T,Normal_focus_range,Macro_focus_range,Storage_included,Weight_inc._batteries,Dimensions,Price
260,2002,2832.0,2048.0,3.0,36.0,108.0,60.0,20.0,16.0,280.0,72.0,169.0
261,2003,4048.0,2848.0,6.0,35.0,105.0,60.0,9.0,16.0,205.0,72.0,169.0
262,2006,2816.0,2048.0,6.0,36.0,180.0,60.0,3.0,32.0,200.0,105.0,169.0
263,2003,2832.0,2048.0,3.0,35.0,105.0,60.0,9.0,16.0,205.0,108.0,169.0
264,2004,2832.0,2048.0,3.0,32.0,130.0,60.0,8.0,16.0,225.0,110.0,169.0
265,2004,4048.0,2848.0,6.0,32.0,130.0,60.0,7.0,16.0,250.0,110.0,169.0
266,2007,3488.0,2592.0,9.0,28.0,300.0,0.0,0.0,0.0,750.0,128.0,169.0
267,2002,2832.0,2048.0,3.0,38.0,76.0,60.0,20.0,16.0,280.0,65.0,169.0
268,2004,2832.0,2016.0,6.0,35.0,210.0,50.0,1.0,16.0,597.0,121.0,1699.0
269,2003,2048.0,1600.0,3.0,38.0,228.0,80.0,10.0,16.0,400.0,100.0,229.0
270,2004,2272.0,1600.0,4.0,39.0,234.0,80.0,10.0,16.0,385.0,100.0,229.0
271,2003,2816.0,2048.0,3.0,37.0,370.0,90.0,10.0,16.0,430.0,113.0,229.0
272,2004,2272.0,1600.0,4.0,37.0,370.0,90.0,10.0,16.0,387.0,113.0,229.0
273,2005,2592.0,2048.0,5.0,38.0,380.0,90.0,1.0,16.0,470.0,114.0,229.0
274,2007,3072.0,2304.0,7.0,38.0,380.0,30.0,10.0,27.0,406.0,106.0,229.0
275,2006,2848.0,2048.0,6.0,28.0,300.0,40.0,10.0,10.0,700.0,131.0,399.0
276,2002,2832.0,2048.0,3.0,35.0,210.0,50.0,1.0,16.0,590.0,121.0,399.0
277,2002,2832.0,2048.0,3.0,35.0,210.0,50.0,1.0,340.0,590.0,121.0,1699.0
278,2003,4048.0,2848.0,6.0,35.0,210.0,50.0,1.0,16.0,590.0,121.0,229.0
279,2007,3264.0,2304.0,8.0,27.0,486.0,70.0,10.0,58.0,510.0,111.0,399.0
280,2005,3488.0,2592.0,9.0,28.0,300.0,50.0,1.0,16.0,745.0,128.0,229.0
281,2006,3488.0,2592.0,9.0,28.0,300.0,0.0,0.0,0.0,750.0,128.0,229.0
282,2006,2592.0,2048.0,5.0,36.0,130.0,60.0,9.0,16.0,185.0,83.0,179.0
283,2005,2592.0,2048.0,5.0,36.0,108.0,60.0,8.0,16.0,170.0,90.0,179.0
284,2007,3072.0,2304.0,7.0,38.0,114.0,60.0,8.0,54.0,160.0,91.0,399.0
285,2005,2592.0,2048.0,5.0,36.0,108.0,60.0,8.0,16.0,170.0,90.0,179.0
286,2006,2592.0,2048.0,5.0,36.0,108.0,60.0,8.0,10.0,170.0,89.0,179.0
287,2007,4256.0,3024.0,6.0,0.0,0.0,0.0,0.0,0.0,920.0,147.0,1699.0
288,1999,1280.0,640.0,1.0,38.0,38.0,70.0,10.0,4.0,240.0,110.0,169.0
289,2000,1280.0,640.0,1.0,38.0,114.0,80.0,10.0,4.0,390.0,74.0,169.0
290,1999,1280.0,640.0,1.0,38.0,38.0,50.0,10.0,4.0,250.0,104.0,169.0
291,1999,1280.0,640.0,1.0,38.0,114.0,80.0,20.0,8.0,270.0,79.0,169.0
292,1999,1800.0,1280.0,2.0,35.0,35.0,50.0,9.0,4.0,260.0,80.0,169.0
293,1999,1800.0,1280.0,2.0,35.0,105.0,90.0,25.0,8.0,385.0,130.0,179.0
294,2000,2400.0,1280.0,2.0,36.0,108.0,80.0,20.0,16.0,280.0,78.0,169.0
295,1998,1280.0,640.0,1.0,35.0,35.0,50.0,9.0,2.0,220.0,123.0,169.0
296,1999,1280.0,640.0,1.0,38.0,115.0,90.0,25.0,4.0,0.0,122.0,179.0
297,1998,1280.0,640.0,1.0,35.0,35.0,50.0,9.0,2.0,260.0,80.0,169.0
298,2000,3040.0,2340.0,3.0,0.0,0.0,0.0,0.0,16.0,820.0,148.0,1699.0
299,2002,4256.0,3024.0,6.0,0.0,0.0,0.0,0.0,0.0,850.0,142.0,1699.0
300,2004,4256.0,3024.0,6.0,0.0,0.0,0.0,0.0,0.0,930.0,148.0,1699.0
301,2006,4256.0,3024.0,6.0,0.0,0.0,0.0,0.0,0.0,920.0,147.0,1699.0
302,2002,1632.0,640.0,2.0,38.0,38.0,75.0,0.0,8.0,240.0,113.0,179.0
303,2003,2048.0,640.0,3.0,36.0,36.0,85.0,85.0,16.0,190.0,117.0,179.0
304,2002,1632.0,640.0,2.0,36.0,102.0,20.0,20.0,8.0,280.0,120.0,179.0
305,2003,1636.0,640.0,2.0,38.0,114.0,80.0,10.0,16.0,240.0,240.0,179.0
306,2001,2048.0,640.0,3.0,34.0,102.0,60.0,20.0,16.0,320.0,127.0,179.0
307,2002,2048.0,640.0,3.0,34.0,102.0,20.0,20.0,16.0,340.0,118.0,179.0
308,2003,2080.0,0.0,3.0,38.0,114.0,0.0,0.0,16.0,290.0,105.0,179.0
309,2002,2272.0,1136.0,3.0,37.0,111.0,50.0,14.0,0.0,245.0,95.0,179.0
310,2002,2272.0,1136.0,3.0,37.0,300.0,50.0,10.0,0.0,489.0,114.0,179.0
311,2003,2608.0,1296.0,5.0,37.0,111.0,50.0,14.0,32.0,260.0,97.0,179.0
312,2003,2608.0,1296.0,5.0,37.0,300.0,50.0,10.0,32.0,500.0,123.0,179.0
313,1998,1152.0,576.0,1.0,39.0,39.0,60.0,20.0,4.0,300.0,127.0,179.0
314,1999,1152.0,640.0,1.0,35.0,35.0,60.0,20.0,8.0,300.0,126.0,179.0
315,2000,1280.0,640.0,1.0,43.0,43.0,60.0,10.0,4.0,290.0,124.0,179.0
316,1998,1152.0,576.0,1.0,35.0,35.0,60.0,20.0,4.0,300.0,126.0,179.0
317,2000,1600.0,640.0,1.0,38.0,38.0,30.0,30.0,8.0,280.0,128.0,179.0
318,1999,1600.0,640.0,1.0,38.0,115.0,0.0,0.0,16.0,410.0,153.0,179.0
319,2000,1600.0,800.0,1.0,34.0,108.0,50.0,10.0,16.0,630.0,144.0,179.0
320,2000,1600.0,800.0,1.0,34.0,108.0,50.0,10.0,16.0,150.0,99.0,179.0
321,2005,2560.0,2048.0,5.0,35.0,35.0,60.0,10.0,16.0,231.0,95.0,179.0
322,2006,2560.0,2048.0,5.0,35.0,35.0,60.0,0.0,16.0,170.0,96.0,179.0
323,2007,2576.0,0.0,5.0,36.0,36.0,100.0,0.0,16.0,170.0,96.0,179.0
324,2005,2320.0,1600.0,4.0,36.0,36.0,0.0,0.0,16.0,172.0,109.0,179.0
325,2005,2320.0,1600.0,4.0,36.0,36.0,0.0,10.0,16.0,172.0,109.0,179.0
326,2004,2080.0,1280.0,3.0,40.0,111.0,80.0,10.0,16.0,177.0,107.0,179.0
327,2004,2320.0,1280.0,4.0,40.0,111.0,50.0,10.0,16.0,190.0,95.0,179.0
328,2005,2576.0,2048.0,5.0,36.0,108.0,50.0,12.0,16.0,181.0,96.0,179.0
329,2006,2576.0,2080.0,5.0,38.0,114.0,50.0,12.0,32.0,172.0,109.0,179.0
330,2007,2576.0,0.0,5.0,38.0,114.0,50.0,10.0,16.0,190.0,95.0,179.0
331,2005,2576.0,2048.0,5.0,36.0,108.0,80.0,12.0,16.0,190.0,97.0,179.0
332,2006,2800.0,2288.0,6.0,38.0,114.0,50.0,12.0,16.0,192.0,96.0,179.0
333,2006,2800.0,2288.0,6.0,38.0,114.0,50.0,12.0,16.0,227.0,99.0,179.0
334,2007,2848.0,0.0,6.0,38.0,114.0,50.0,0.0,32.0,157.0,90.0,179.0
335,2007,3264.0,0.0,8.0,35.0,210.0,0.0,14.0,32.0,157.0,90.0,179.0
336,2004,2320.0,1280.0,4.0,35.0,105.0,50.0,6.0,32.0,205.0,96.0,179.0
337,2004,2320.0,1280.0,4.0,35.0,105.0,50.0,14.0,32.0,205.0,96.0,179.0
338,2004,2608.0,1296.0,5.0,39.0,117.0,50.0,14.0,32.0,150.0,93.0,179.0
339,2005,2864.0,2592.0,6.0,39.0,117.0,50.0,10.0,32.0,150.0,93.0,179.0
340,2006,2864.0,2592.0,6.0,39.0,118.0,50.0,10.0,32.0,136.0,94.0,179.0
341,2006,2864.0,2592.0,6.0,39.0,118.0,50.0,5.0,32.0,190.0,91.0,179.0
342,2007,3096.0,0.0,7.0,36.0,108.0,50.0,3.0,32.0,190.0,91.0,179.0
343,2005,2592.0,2048.0,5.0,36.0,180.0,20.0,3.0,32.0,205.0,100.0,179.0
344,2005,2592.0,2048.0,5.0,36.0,180.0,20.0,1.0,32.0,200.0,96.0,179.0
345,2007,3112.0,0.0,7.0,39.0,118.0,50.0,12.0,32.0,227.0,105.0,179.0
346,2006,3296.0,2592.0,8.0,35.0,105.0,50.0,10.0,,,,179.0
347,2007,3298.0,0.0,8.0,39.0,118.0,50.0,,,,,179.0
348,2001,2032.0,1024.0,3.0,37.0,86.0,50.0,2.0,8.0,320.0,111.0,14.0
349,2001,2032.0,1024.0,3.0,37.0,86.0,50.0,2.0,16.0,320.0,111.0,14.0
350,2005,2096.0,0.0,3.0,37.0,37.0,80.0,0.0,16.0,198.0,104.0,129.0
351,2005,2336.0,2313.0,4.0,35.0,35.0,85.0,85.0,16.0,154.0,103.0,129.0
352,2005,2336.0,2304.0,4.0,34.0,102.0,60.0,13.0,16.0,180.0,91.0,129.0
353,2005,2576.0,0.0,5.0,34.0,102.0,60.0,13.0,16.0,198.0,92.0,129.0
354,2005,2690.0,2569.0,5.0,34.0,102.0,60.0,7.0,32.0,170.0,84.0,129.0
355,2006,2304.0,2048.0,4.0,36.0,108.0,60.0,10.0,16.0,180.0,91.0,126.0
356,2007,2572.0,2048.0,5.0,36.0,108.0,60.0,13.0,16.0,188.0,91.0,126.0
357,2006,2576.0,2048.0,5.0,37.0,111.0,60.0,10.0,16.0,200.0,91.0,126.0
358,2007,2848.0,2048.0,6.0,36.0,108.0,60.0,13.0,16.0,187.0,91.0,126.0
359,2006,2848.0,2304.0,6.0,36.0,108.0,60.0,13.0,22.0,195.0,92.0,126.0
360,2007,2848.0,2304.0,6.0,36.0,108.0,60.0,10.0,22.0,195.0,89.0,126.0
361,2006,2832.0,2304.0,6.0,34.0,102.0,60.0,5.0,32.0,190.0,85.0,126.0
362,2006,3072.0,2304.0,7.0,37.0,111.0,60.0,13.0,32.0,195.0,92.0,126.0
363,2007,3072.0,2592.0,7.0,35.0,105.0,60.0,5.0,32.0,180.0,90.0,126.0
364,2006,3264.0,2560.0,8.0,37.0,185.0,60.0,10.0,32.0,225.0,91.0,126.0
365,2002,1632.0,0.0,2.0,37.0,37.0,75.0,20.0,16.0,250.0,109.0,129.0
366,2002,1632.0,0.0,2.0,36.0,108.0,50.0,10.0,16.0,280.0,115.0,129.0
367,2002,2080.0,0.0,3.0,38.0,76.0,30.0,15.0,16.0,250.0,109.0,126.0
368,2003,1632.0,0.0,2.0,37.0,37.0,50.0,50.0,8.0,195.0,104.0,129.0
369,2003,1632.0,0.0,2.0,36.0,108.0,50.0,50.0,16.0,225.0,104.0,129.0
370,2003,2032.0,0.0,3.0,37.0,111.0,60.0,60.0,16.0,225.0,103.0,126.0
371,2004,0.0,0.0,2.0,37.0,78.0,50.0,60.0,16.0,195.0,104.0,129.0
372,2004,2096.0,0.0,3.0,37.0,37.0,80.0,0.0,16.0,162.0,104.0,126.0
373,2004,2032.0,0.0,3.0,37.0,111.0,60.0,13.0,16.0,225.0,103.0,126.0
374,2004,2408.0,0.0,4.0,34.0,102.0,60.0,10.0,16.0,198.0,103.0,126.0
375,2004,2560.0,0.0,4.0,34.0,102.0,60.0,10.0,32.0,240.0,103.0,126.0
376,1998,1152.0,640.0,0.0,39.0,39.0,70.0,0.0,4.0,400.0,131.0,129.0
377,1999,1152.0,640.0,0.0,39.0,39.0,70.0,0.0,4.0,400.0,131.0,129.0
378,1998,1152.0,640.0,0.0,29.0,58.0,50.0,20.0,8.0,400.0,131.0,129.0
379,1999,1152.0,640.0,0.0,29.0,58.0,50.0,20.0,4.0,320.0,115.0,129.0
380,1998,1152.0,640.0,0.0,29.0,58.0,50.0,20.0,8.0,550.0,118.0,129.0
381,1999,1280.0,640.0,1.0,39.0,117.0,50.0,25.0,8.0,420.0,133.0,129.0
382,1998,1536.0,768.0,1.0,38.0,115.0,30.0,0.0,8.0,550.0,118.0,129.0
383,1999,1536.0,768.0,1.0,38.0,115.0,30.0,0.0,16.0,550.0,118.0,129.0
384,1999,1760.0,896.0,2.0,30.0,60.0,50.0,25.0,20.0,420.0,133.0,129.0
385,1999,1792.0,1440.0,2.0,38.0,115.0,30.0,0.0,20.0,550.0,118.0,129.0
386,2000,1152.0,576.0,0.0,39.0,39.0,60.0,0.0,2.0,240.0,113.0,129.0
387,2000,1760.0,896.0,2.0,38.0,76.0,50.0,25.0,20.0,420.0,133.0,129.0
388,2000,1760.0,896.0,2.0,33.0,33.0,50.0,20.0,0.0,200.0,95.0,129.0
389,2000,2160.0,1800.0,3.0,28.0,84.0,50.0,20.0,16.0,320.0,120.0,129.0
390,2000,1760.0,896.0,2.0,30.0,60.0,50.0,20.0,16.0,459.0,140.0,126.0
391,2002,4536.0,3024.0,13.0,0.0,0.0,0.0,0.0,0.0,1000.0,131.0,129.0
392,1998,1520.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1800.0,137.0,126.0
393,1999,2008.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1080.0,137.0,126.0
394,1994,1524.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1700.0,170.0,129.0
395,1995,3060.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,1700.0,170.0,129.0
396,1998,1728.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1650.0,161.0,129.0
397,1998,3040.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,1650.0,161.0,129.0
398,1999,1728.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1580.0,194.0,129.0
399,2000,1728.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1580.0,194.0,129.0
400,1999,3040.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,1580.0,194.0,129.0
401,2001,1728.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1580.0,194.0,129.0
402,2001,3032.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,1860.0,194.0,129.0
403,2004,4500.0,3000.0,13.0,0.0,0.0,0.0,0.0,0.0,1000.0,137.0,129.0
404,2004,4500.0,3000.0,13.0,0.0,0.0,0.0,0.0,0.0,1000.0,131.0,129.0
405,2001,1280.0,0.0,1.0,30.0,60.0,75.0,22.0,8.0,260.0,121.0,129.0
406,2001,1800.0,900.0,2.0,38.0,38.0,75.0,22.0,8.0,225.0,120.0,129.0
407,2001,1800.0,900.0,2.0,35.0,70.0,50.0,28.0,8.0,250.0,120.0,129.0
408,2001,2160.0,0.0,3.0,37.0,37.0,50.0,15.0,8.0,250.0,150.0,129.0
409,2001,2160.0,1800.0,3.0,35.0,70.0,50.0,7.0,8.0,260.0,116.0,129.0
410,2002,2160.0,1800.0,3.0,38.0,114.0,60.0,7.0,16.0,260.0,111.0,126.0
411,2003,2580.0,0.0,5.0,38.0,114.0,60.0,7.0,32.0,210.0,111.0,126.0
412,2002,2448.0,2160.0,4.0,35.0,70.0,50.0,7.0,16.0,260.0,116.0,129.0
413,2003,2032.0,0.0,3.0,36.0,144.0,50.0,10.0,16.0,280.0,109.0,126.0
414,2003,2304.0,0.0,4.0,33.0,132.0,50.0,10.0,16.0,270.0,109.0,129.0
415,2003,2304.0,0.0,4.0,38.0,380.0,60.0,12.0,16.0,380.0,100.0,129.0
416,2004,2304.0,2048.0,4.0,33.0,132.0,50.0,10.0,32.0,270.0,100.0,129.0
417,2004,2576.0,2576.0,5.0,38.0,380.0,60.0,12.0,32.0,400.0,97.0,126.0
418,2004,2872.0,0.0,6.0,39.0,117.0,60.0,7.0,32.0,270.0,100.0,126.0
419,2005,2304.0,0.0,4.0,36.0,100.0,60.0,10.0,256.0,275.0,103.0,296.0
420,2002,1752.0,876.0,2.0,38.0,38.0,80.0,0.0,8.0,160.0,109.0,129.0
421,2002,2448.0,2160.0,4.0,35.0,105.0,70.0,13.0,16.0,260.0,109.0,129.0
422,2003,2041.0,0.0,3.0,37.0,111.0,60.0,13.0,16.0,260.0,114.0,126.0
423,2004,2304.0,0.0,4.0,36.0,100.0,60.0,12.0,16.0,220.0,108.0,126.0
424,2004,2569.0,0.0,5.0,36.0,108.0,60.0,12.0,32.0,220.0,108.0,126.0
425,2004,2592.0,2288.0,5.0,36.0,108.0,70.0,5.0,16.0,210.0,95.0,126.0
426,2007,3056.0,2592.0,7.0,37.0,111.0,40.0,7.0,16.0,165.0,93.0,126.0
427,2007,3296.0,2592.0,8.0,37.0,111.0,40.0,7.0,16.0,165.0,93.0,146.0
428,2007,3264.0,2592.0,8.0,38.0,114.0,70.0,10.0,32.0,160.0,92.0,146.0
429,2007,3280.0,0.0,8.0,38.0,114.0,70.0,10.0,64.0,166.0,92.0,146.0
430,2001,640.0,0.0,0.0,37.0,37.0,70.0,0.0,16.0,198.0,105.0,129.0
431,2006,3072.0,2592.0,7.0,36.0,432.0,50.0,10.0,32.0,440.0,108.0,126.0
432,2005,2592.0,2048.0,5.0,36.0,432.0,10.0,10.0,32.0,450.0,108.0,146.0
433,2005,3264.0,2560.0,8.0,24.0,140.0,10.0,5.0,32.0,570.0,116.0,146.0
434,2007,3648.0,2560.0,10.0,36.0,108.0,60.0,5.0,24.0,185.0,103.0,129.0
435,2005,2569.0,2576.0,5.0,36.0,108.0,60.0,7.0,16.0,150.0,92.0,126.0
436,2005,2569.0,2576.0,5.0,36.0,108.0,60.0,7.0,32.0,160.0,94.0,126.0
437,2006,2569.0,2576.0,5.0,39.0,117.0,0.0,0.0,32.0,175.0,101.0,129.0
438,2006,2832.0,2304.0,6.0,38.0,380.0,0.0,0.0,32.0,195.0,111.0,129.0
439,2006,3072.0,2576.0,7.0,23.0,117.0,60.0,5.0,32.0,165.0,101.0,126.0
440,2007,3264.0,2560.0,8.0,36.0,108.0,60.0,5.0,24.0,185.0,103.0,146.0
441,2007,4000.0,2832.0,12.0,35.0,175.0,60.0,10.0,64.0,211.0,90.0,129.0
442,2006,2848.0,2304.0,6.0,35.0,420.0,50.0,10.0,32.0,330.0,104.0,129.0
443,2006,2848.0,2304.0,6.0,38.0,380.0,60.0,12.0,32.0,320.0,98.0,126.0
444,2005,2304.0,0.0,4.0,35.0,175.0,60.0,10.0,16.0,270.0,97.0,126.0
445,2006,3072.0,2592.0,7.0,38.0,380.0,60.0,12.0,32.0,360.0,98.0,126.0
446,2007,3072.0,2592.0,7.0,36.0,423.0,60.0,13.0,32.0,350.0,104.0,126.0
447,2005,2576.0,2304.0,5.0,33.0,132.0,50.0,10.0,32.0,270.0,100.0,126.0
448,2005,2576.0,2304.0,5.0,38.0,380.0,60.0,12.0,32.0,330.0,98.0,126.0
449,2005,2576.0,2576.0,5.0,38.0,380.0,60.0,12.0,32.0,400.0,97.0,126.0
450,2005,2872.0,2856.0,6.0,39.0,117.0,60.0,7.0,32.0,259.0,100.0,126.0
451,2007,3264.0,2592.0,8.0,36.0,180.0,60.0,7.0,32.0,211.0,90.0,146.0
452,2000,2048.0,1024.0,3.0,38.0,76.0,60.0,10.0,8.0,240.0,38.0,169.0
453,2003,2048.0,1024.0,3.0,38.0,115.0,60.0,20.0,16.0,220.0,111.0,169.0
454,2003,2048.0,1600.0,3.0,38.0,115.0,60.0,20.0,16.0,220.0,112.0,169.0
455,2003,2304.0,1600.0,4.0,35.0,105.0,60.0,20.0,16.0,220.0,112.0,199.0
456,2004,2272.0,1600.0,4.0,37.0,370.0,60.0,10.0,0.0,340.0,107.0,169.0
457,2004,2272.0,1600.0,4.0,37.0,370.0,60.0,10.0,0.0,340.0,107.0,179.0
458,2001,2048.0,1024.0,3.0,38.0,76.0,30.0,6.0,16.0,160.0,30.0,1699.0
459,2002,2048.0,1600.0,3.0,35.0,105.0,55.0,12.0,16.0,205.0,92.0,1699.0
460,2003,2048.0,1600.0,3.0,35.0,105.0,60.0,17.0,16.0,205.0,92.0,1699.0
461,2002,2048.0,1024.0,3.0,35.0,105.0,55.0,12.0,16.0,175.0,32.0,1699.0
462,2002,2272.0,1280.0,3.0,35.0,105.0,55.0,12.0,16.0,175.0,32.0,1699.0
463,2002,2560.0,1600.0,5.0,35.0,105.0,55.0,12.0,16.0,205.0,92.0,1699.0
464,2003,2560.0,1600.0,5.0,35.0,105.0,60.0,17.0,16.0,205.0,92.0,1699.0
465,2003,2048.0,1600.0,3.0,35.0,115.0,60.0,20.0,16.0,175.0,100.0,229.0
466,2004,2272.0,1600.0,3.0,35.0,115.0,60.0,20.0,16.0,155.0,100.0,229.0
467,2006,2816.0,2048.0,6.0,28.0,102.0,50.0,5.0,16.0,155.0,94.0,509.0
468,1998,1280.0,640.0,1.0,35.0,35.0,50.0,9.0,2.0,260.0,80.0,149.0
469,2002,2240.0,1600.0,3.0,33.0,100.0,30.0,6.0,32.0,455.0,127.0,249.0
470,2003,2560.0,2048.0,4.0,28.0,90.0,30.0,30.0,64.0,705.0,135.0,249.0
471,2006,3136.0,2560.0,7.0,0.0,0.0,0.0,0.0,0.0,606.0,146.0,269.0
472,2000,2400.0,1280.0,2.0,36.0,108.0,80.0,20.0,16.0,280.0,78.0,149.0
473,2000,1280.0,640.0,1.0,38.0,114.0,80.0,20.0,8.0,270.0,79.0,249.0
474,2005,3840.0,3072.0,8.0,28.0,112.0,50.0,5.0,32.0,220.0,106.0,509.0
475,2006,4224.0,3840.0,10.0,28.0,112.0,50.0,5.0,13.0,220.0,106.0,509.0
476,2006,3936.0,2952.0,10.0,0.0,0.0,0.0,0.0,0.0,591.0,139.0,146.0
477,2006,3648.0,3264.0,10.0,35.0,420.0,30.0,5.0,32.0,734.0,141.0,509.0
478,1997,512.0,320.0,0.0,52.0,52.0,23.0,14.0,1.0,200.0,60.0,229.0
479,2002,1632.0,1024.0,1.0,38.0,114.0,0.0,0.0,8.0,295.0,108.0,229.0
480,2003,1600.0,1024.0,1.0,36.0,108.0,30.0,4.0,8.0,215.0,88.0,99.0
481,2004,1600.0,1024.0,1.0,36.0,108.0,30.0,4.0,14.0,190.0,88.0,229.0
482,2002,1600.0,1280.0,1.0,37.0,111.0,30.0,4.0,8.0,250.0,114.0,229.0
483,1997,640.0,0.0,0.0,45.0,45.0,23.0,14.0,4.0,250.0,78.0,229.0
484,2003,2048.0,1600.0,3.0,38.0,115.0,30.0,4.0,16.0,215.0,88.0,99.0
485,2004,2048.0,1600.0,3.0,38.0,115.0,30.0,4.0,14.0,190.0,88.0,229.0
486,2002,2048.0,1600.0,3.0,37.0,111.0,30.0,4.0,8.0,250.0,114.0,229.0
487,2003,2048.0,1600.0,3.0,35.0,105.0,30.0,3.0,16.0,162.0,95.5,229.0
488,2004,2288.0,1600.0,3.0,35.0,105.0,0.0,0.0,14.0,190.0,88.0,99.0
489,2004,2272.0,2048.0,3.0,38.0,114.0,30.0,4.0,12.0,180.0,88.0,229.0
490,2002,2272.0,2048.0,3.0,38.0,114.0,30.0,4.0,16.0,286.0,95.0,229.0
491,2002,2272.0,1280.0,3.0,38.0,155.0,30.0,2.0,16.0,374.0,130.0,229.0
492,2005,2288.0,1600.0,3.0,34.0,102.0,30.0,4.0,14.0,180.0,85.0,229.0
493,2004,2288.0,1600.0,4.0,36.0,300.0,40.0,1.0,13.0,295.0,106.0,229.0
494,2001,2560.0,1600.0,4.0,28.0,85.0,50.0,2.0,32.0,414.0,102.0,229.0
495,2004,2592.0,2048.0,5.0,38.0,114.0,30.0,4.0,12.0,180.0,88.0,229.0
496,2003,2592.0,1600.0,5.0,28.0,116.0,50.0,1.0,16.0,400.0,108.0,229.0
497,2005,2592.0,2048.0,5.0,34.0,102.0,30.0,4.0,14.0,180.0,85.0,229.0
498,2002,2560.0,1600.0,4.0,35.0,280.0,50.0,3.0,32.0,512.0,108.0,229.0
499,2005,2592.0,2048.0,5.0,38.0,114.0,30.0,4.0,13.0,185.0,88.0,229.0
500,1998,1024.0,512.0,0.0,36.0,36.0,50.0,14.0,8.0,220.0,110.0,229.0
501,1999,1600.0,640.0,1.0,35.0,35.0,30.0,9.0,8.0,340.0,114.0,229.0
502,2005,3072.0,2592.0,7.0,38.0,114.0,30.0,4.0,14.0,195.0,85.0,229.0
503,2001,1600.0,1024.0,1.0,38.0,115.0,30.0,4.0,8.0,230.0,87.0,159.0
504,2005,3072.0,2592.0,7.0,38.0,114.0,30.0,4.0,13.0,185.0,88.0,229.0
505,1999,1600.0,640.0,1.0,38.0,76.0,30.0,7.0,8.0,360.0,119.0,229.0
506,2004,3264.0,2592.0,8.0,24.0,85.0,50.0,3.0,0.0,470.0,113.0,229.0
507,2004,3264.0,2592.0,8.0,35.0,280.0,50.0,3.0,0.0,512.0,113.0,229.0
508,2000,2048.0,1024.0,3.0,38.0,95.0,40.0,4.0,8.0,320.0,99.5,229.0
509,2004,3264.0,2592.0,8.0,35.0,350.0,50.0,3.0,0.0,680.0,116.0,229.0
510,2001,2048.0,1024.0,3.0,38.0,114.0,40.0,4.0,16.0,286.0,95.0,159.0
511,1998,1280.0,640.0,1.0,38.0,115.0,50.0,20.0,4.0,420.0,157.0,229.0
512,1998,1280.0,640.0,1.0,38.0,115.0,50.0,20.0,8.0,420.0,157.0,229.0
513,1999,1600.0,1024.0,1.0,38.0,115.0,30.0,2.0,8.0,480.0,143.0,229.0
514,2000,2048.0,1024.0,3.0,38.0,115.0,30.0,2.0,16.0,450.0,143.0,229.0
515,2001,2048.0,1600.0,3.0,38.0,152.0,30.0,2.0,16.0,420.0,138.0,159.0
516,2005,2816.0,2048.0,6.0,38.0,190.0,50.0,4.0,10.0,195.0,90.0,99.0
517,2007,2560.0,2048.0,4.0,37.0,112.0,40.0,15.0,7.0,165.0,90.0,99.0
518,2007,2816.0,2048.0,6.0,37.0,112.0,40.0,15.0,7.0,175.0,90.0,99.0
519,2007,3072.0,2592.0,7.0,35.0,105.0,50.0,15.0,21.0,175.0,91.0,99.0
520,2007,3072.0,2048.0,7.0,38.0,114.0,60.0,10.0,23.0,225.0,91.0,129.0
