Model,Release_date,Max_resolution,Low_resolution,Effective_pixels,Zoom_wide_W,Zoom_tele_T,Normal_focus_range,Macro_focus_range,Storage_included,Weight_inc._batteries,Dimensions,Price
779,2007,3072.0,2592.0,7.0,36.0,108.0,50.0,15.0,11.0,190.0,95.0,149.0
780,2007,3264.0,2592.0,8.0,37.0,112.0,40.0,15.0,10.0,175.0,94.0,149.0
781,2006,2816.0,2560.0,6.0,35.0,105.0,70.0,10.0,22.0,170.0,89.0,249.0
782,2006,3072.0,2560.0,7.0,38.0,114.0,40.0,5.0,22.0,180.0,94.0,149.0
783,2007,3072.0,2592.0,7.0,38.0,114.0,40.0,10.0,22.0,120.0,97.0,269.0
784,2007,3264.0,2592.0,8.0,36.0,108.0,40.0,5.0,21.0,136.0,97.0,149.0
785,2004,2304.0,1600.0,4.0,37.0,370.0,40.0,10.0,16.0,375.0,73.0,149.0
786,2003,2048.0,1024.0,3.0,35.0,105.0,40.0,6.0,16.0,115.0,83.0,149.0
787,2007,3648.0,3072.0,10.0,38.0,114.0,35.0,6.0,22.0,116.0,86.0,249.0
788,2004,2048.0,1600.0,3.0,38.0,114.0,40.0,6.0,11.0,175.0,89.0,269.0
789,2003,2304.0,1600.0,4.0,35.0,105.0,40.0,6.0,11.0,115.0,83.0,149.0
790,2004,2304.0,1600.0,4.0,35.0,105.0,40.0,6.0,11.0,175.0,89.0,149.0
791,2005,2304.0,1600.0,4.0,35.0,107.0,40.0,6.0,11.0,155.0,89.0,149.0
792,2004,2304.0,1600.0,4.0,35.0,105.0,40.0,6.0,10.0,120.0,84.0,149.0
793,2004,2560.0,2304.0,5.0,35.0,107.0,40.0,6.0,11.0,180.0,89.0,149.0
794,2005,2560.0,2304.0,5.0,35.0,107.0,40.0,6.0,11.0,155.0,89.0,149.0
795,2004,2560.0,2048.0,4.0,36.0,107.0,40.0,6.0,10.0,120.0,84.0,149.0
796,2005,2560.0,2304.0,4.0,35.0,107.0,40.0,6.0,9.0,120.0,84.0,149.0
797,2005,2560.0,2304.0,5.0,35.0,107.0,40.0,6.0,9.0,120.0,83.0,149.0
798,2005,2816.0,2560.0,6.0,37.0,112.0,40.0,15.0,23.0,120.0,86.0,149.0
799,2005,2816.0,2560.0,6.0,35.0,106.0,40.0,6.0,11.0,135.0,89.0,149.0
800,2006,3072.0,2592.0,7.0,37.0,112.0,40.0,15.0,23.0,120.0,86.0,149.0
801,2004,2560.0,2048.0,5.0,36.0,180.0,60.0,3.0,32.0,165.0,91.0,149.0
802,2005,2560.0,2048.0,5.0,36.0,180.0,60.0,3.0,32.0,165.0,91.0,149.0
803,2006,2816.0,2592.0,6.0,37.0,112.0,40.0,15.0,12.0,155.0,95.0,249.0
804,2006,3072.0,2592.0,7.0,37.0,112.0,40.0,15.0,12.0,155.0,95.0,149.0
805,2007,3072.0,2592.0,7.0,38.0,112.0,40.0,15.0,20.0,155.0,95.0,269.0
806,2006,2816.0,2560.0,6.0,38.0,114.0,40.0,1.0,10.0,160.0,107.0,269.0
807,2006,3072.0,2560.0,7.0,38.0,114.0,40.0,1.0,21.0,150.0,107.0,269.0
808,2007,3072.0,2560.0,7.0,38.0,114.0,40.0,1.0,21.0,155.0,108.0,269.0
809,2005,2560.0,2304.0,4.0,38.0,114.0,40.0,1.0,10.0,135.0,102.0,269.0
810,2005,2816.0,2560.0,6.0,38.0,114.0,40.0,1.0,10.0,135.0,102.0,269.0
811,2004,2560.0,2048.0,5.0,36.0,107.0,40.0,6.0,14.0,145.0,112.0,149.0
812,2007,3264.0,2592.0,8.0,38.0,266.0,40.0,8.0,0.0,0.0,94.0,249.0
813,2006,3264.0,2592.0,8.0,28.0,85.0,30.0,1.0,26.0,450.0,133.0,229.0
814,2005,2560.0,2048.0,4.0,28.0,135.0,30.0,1.0,12.0,195.0,100.0,99.0
815,2005,2560.0,2048.0,4.0,28.0,135.0,30.0,1.0,28.0,195.0,100.0,99.0
816,2005,2560.0,2048.0,4.0,28.0,200.0,30.0,1.0,26.0,165.0,95.0,99.0
817,2006,2560.0,2048.0,4.0,28.0,160.0,30.0,1.0,28.0,180.0,95.0,99.0
818,2006,2816.0,2048.0,6.0,28.0,200.0,30.0,1.0,26.0,165.0,95.0,99.0
819,2006,2816.0,2048.0,6.0,28.0,160.0,30.0,1.0,26.0,165.0,95.0,199.0
820,2006,3072.0,2592.0,7.0,28.0,200.0,30.0,1.0,26.0,165.0,96.0,99.0
821,2007,3072.0,2592.0,7.0,28.0,200.0,30.0,1.0,54.0,165.0,100.0,99.0
822,2007,3264.0,3264.0,8.0,28.0,200.0,30.0,1.0,24.0,135.0,100.0,99.0
823,2005,2560.0,2048.0,4.0,32.0,96.0,30.0,1.0,12.0,190.0,91.0,399.0
824,2006,2816.0,2048.0,6.0,36.0,108.0,50.0,6.0,12.0,200.0,91.0,399.0
825,2003,2048.0,1280.0,3.0,35.0,105.0,30.0,1.0,8.0,230.0,124.0,99.0
826,2005,3264.0,2592.0,8.0,28.0,28.0,30.0,2.0,26.0,200.0,107.0,4999.0
827,2007,3648.0,3264.0,10.0,24.0,72.0,30.0,1.0,26.0,260.0,112.0,399.0
828,2005,3264.0,2592.0,8.0,28.0,85.0,30.0,1.0,26.0,260.0,114.0,99.0
829,2000,1792.0,1280.0,2.0,38.0,114.0,4.0,4.0,8.0,500.0,144.0,399.0
830,1998,1280.0,640.0,1.0,35.0,105.0,40.0,8.0,4.0,320.0,135.0,149.0
831,1999,1792.0,896.0,2.0,38.0,86.0,40.0,4.0,8.0,340.0,131.0,149.0
832,1999,1792.0,896.0,2.0,38.0,114.0,40.0,4.0,8.0,380.0,131.0,177.0
833,2000,1600.0,800.0,1.0,40.0,40.0,30.0,13.0,8.0,300.0,110.0,149.0
834,2000,2048.0,1024.0,3.0,35.0,105.0,24.0,1.0,8.0,320.0,135.0,1699.0
835,2001,2048.0,1024.0,3.0,35.0,105.0,24.0,1.0,8.0,320.0,142.0,4999.0
836,2000,2048.0,1024.0,3.0,35.0,105.0,24.0,1.0,8.0,450.0,157.0,149.0
837,2001,2272.0,1120.0,3.0,35.0,105.0,24.0,1.0,8.0,340.0,135.0,99.0
838,2004,2048.0,1280.0,3.0,28.0,100.0,30.0,1.0,8.0,215.0,112.0,99.0
839,2005,2592.0,2272.0,5.0,35.0,105.0,80.0,5.0,11.0,185.0,107.0,229.0
840,2005,2592.0,2272.0,5.0,31.0,31.0,100.0,2.0,16.0,175.0,97.0,229.0
841,2005,2592.0,2272.0,5.0,28.0,135.0,60.0,1.0,32.0,185.0,106.0,229.0
842,2002,1280.0,640.0,1.0,43.0,43.0,80.0,40.0,8.0,250.0,106.0,299.0
843,2004,1600.0,1024.0,1.0,35.0,47.0,120.0,19.0,6.0,135.0,98.0,229.0
844,2002,1600.0,1024.0,1.0,33.0,100.0,80.0,20.0,0.0,0.0,0.0,229.0
845,2004,1600.0,1024.0,1.0,35.0,76.0,80.0,15.0,6.0,210.0,107.0,229.0
846,2004,2048.0,1600.0,3.0,35.0,33.0,10.0,19.0,16.0,137.0,98.0,299.0
847,2002,2048.0,1024.0,3.0,34.0,102.0,80.0,20.0,0.0,320.0,114.0,229.0
848,2004,2048.0,1620.0,3.0,35.0,114.0,80.0,5.0,0.0,157.0,108.0,229.0
849,2004,2048.0,1600.0,4.0,35.0,33.0,10.0,19.0,16.0,137.0,98.0,299.0
850,2002,2272.0,1600.0,3.0,34.0,102.0,80.0,20.0,0.0,340.0,116.0,229.0
851,2004,2272.0,2048.0,3.0,35.0,114.0,80.0,5.0,32.0,210.0,107.0,229.0
852,2004,2592.0,2048.0,5.0,38.0,114.0,80.0,6.0,32.0,195.0,110.0,229.0
853,2003,2272.0,1120.0,3.0,38.0,114.0,80.0,6.0,0.0,210.0,106.0,229.0
854,2006,3872.0,3008.0,10.0,0.0,0.0,0.0,0.0,0.0,793.0,142.0,199.0
855,2006,3008.0,2400.0,6.0,0.0,0.0,0.0,0.0,0.0,570.0,125.0,299.0
856,2006,3008.0,2400.0,6.0,0.0,0.0,0.0,0.0,0.0,605.0,125.0,299.0
857,2005,2595.0,2272.0,5.0,39.0,117.0,50.0,5.0,50.0,155.0,90.0,229.0
858,2006,2816.0,2592.0,6.0,39.0,117.0,50.0,1.0,45.0,0.0,96.0,229.0
859,2007,3072.0,2592.0,7.0,38.0,114.0,80.0,5.0,450.0,210.0,101.0,119.0
860,2007,3072.0,2592.0,7.0,38.0,114.0,80.0,5.0,20.0,180.0,90.0,199.0
861,2007,3264.0,2592.0,8.0,36.0,108.0,80.0,5.0,173.0,0.0,95.0,149.0
862,2007,3264.0,2592.0,8.0,38.0,114.0,80.0,5.0,19.0,160.0,93.0,229.0
863,2007,3072.0,2592.0,7.0,35.0,105.0,80.0,5.0,20.0,170.0,97.0,199.0
864,2007,3072.0,2592.0,7.0,35.0,105.0,80.0,5.0,19.0,180.0,98.0,119.0
865,2007,3264.0,2592.0,7.0,38.0,114.0,80.0,10.0,16.0,183.0,95.0,99.0
866,2007,3072.0,2592.0,7.0,28.0,101.0,80.0,5.0,450.0,210.0,105.0,119.0
867,2007,3072.0,2592.0,7.0,38.0,266.0,80.0,10.0,0.0,0.0,94.0,119.0
868,2007,3264.0,2592.0,8.0,38.0,114.0,80.0,5.0,10.0,183.0,95.0,99.0
869,2006,3648.0,3136.0,10.0,35.0,105.0,80.0,4.0,20.0,190.0,97.0,229.0
870,2007,3648.0,3136.0,10.0,35.0,190.0,80.0,1.0,0.0,240.0,107.0,229.0
871,2007,3648.0,2592.0,10.0,34.0,102.0,80.0,4.0,20.0,0.0,97.0,229.0
872,2007,4000.0,2592.0,12.0,34.0,102.0,80.0,4.0,20.0,0.0,97.0,229.0
873,2006,3072.0,2816.0,7.0,38.0,114.0,80.0,1.0,15.0,155.0,95.0,229.0
874,2006,3072.0,2688.0,7.0,38.0,270.0,80.0,1.0,19.0,290.0,106.0,229.0
875,2007,3264.0,2592.0,8.0,34.0,102.0,80.0,4.0,20.0,0.0,97.0,229.0
876,2005,3264.0,2400.0,8.0,28.0,420.0,10.0,3.0,0.0,910.0,136.0,299.0
877,2007,3648.0,3476.0,10.0,35.0,105.0,80.0,4.0,45.0,220.0,100.0,199.0
878,2007,3648.0,3476.0,10.0,38.0,190.0,80.0,1.0,45.0,254.0,105.0,199.0
879,2007,2816.0,2048.0,6.0,35.0,105.0,80.0,5.0,16.0,186.0,100.0,99.0
880,2007,3072.0,2592.0,7.0,35.0,105.0,80.0,5.0,16.0,186.0,100.0,99.0
881,2007,3264.0,3072.0,8.0,35.0,105.0,80.0,4.0,45.0,220.0,100.0,99.0
882,2007,3264.0,2592.0,8.0,38.0,190.0,80.0,1.0,20.0,204.0,100.0,149.0
883,2007,3264.0,2592.0,8.0,38.0,190.0,80.0,1.0,20.0,222.0,104.0,149.0
884,2003,2048.0,2048.0,3.0,35.0,114.0,80.0,5.0,0.0,134.0,102.0,229.0
885,2004,2272.0,2048.0,4.0,35.0,105.0,80.0,5.0,0.0,169.0,102.0,229.0
886,2004,2272.0,1136.0,3.0,35.0,35.0,60.0,6.0,0.0,165.0,97.0,229.0
887,2004,2272.0,2048.0,3.0,35.0,113.0,80.0,5.0,0.0,230.0,106.0,229.0
888,2004,2592.0,2272.0,5.0,38.0,114.0,80.0,5.0,0.0,180.0,106.0,229.0
889,2004,2592.0,2272.0,5.0,35.0,113.0,80.0,5.0,256.0,230.0,106.0,229.0
890,2004,2816.0,2560.0,6.0,38.0,114.0,80.0,6.0,0.0,220.0,106.0,229.0
891,2005,3072.0,2816.0,7.0,38.0,114.0,80.0,4.0,128.0,220.0,106.0,229.0
892,2005,3264.0,2816.0,8.0,38.0,114.0,80.0,4.0,32.0,220.0,106.0,229.0
893,2001,2288.0,1600.0,3.0,35.0,98.0,50.0,10.0,16.0,340.0,106.0,429.0
894,2003,2048.0,1600.0,3.0,37.0,104.0,20.0,2.0,8.0,205.0,98.0,429.0
895,2003,2048.0,1600.0,3.0,36.0,108.0,50.0,16.0,8.0,190.0,100.0,149.0
896,2004,2048.0,1600.0,3.0,37.0,112.0,50.0,2.0,16.0,185.0,91.0,1399.0
897,2004,2288.0,1600.0,3.0,37.0,105.0,50.0,2.0,16.0,185.0,91.0,1399.0
898,2001,1600.0,640.0,1.0,35.0,98.0,50.0,10.0,8.0,340.0,106.0,429.0
899,1999,1024.0,640.0,0.0,38.0,38.0,60.0,10.0,4.0,260.0,105.0,149.0
900,1999,1280.0,640.0,1.0,34.0,102.0,80.0,20.0,4.0,350.0,128.0,149.0
901,2006,2640.0,1776.0,4.0,28.0,28.0,0.0,0.0,0.0,270.0,109.0,1599.0
902,2003,2268.0,1134.0,3.0,0.0,0.0,0.0,0.0,0.0,950.0,152.0,1599.0
903,2006,2640.0,1776.0,4.0,0.0,0.0,0.0,0.0,0.0,750.0,144.0,19.0
904,2002,2268.0,1134.0,3.0,0.0,0.0,0.0,0.0,0.0,950.0,152.0,19.0
905,1998,1024.0,640.0,0.0,37.0,518.0,80.0,3.0,1.0,950.0,140.0,1399.0
906,2000,1600.0,1600.0,1.0,37.0,370.0,80.0,3.0,8.0,980.0,125.0,1399.0
907,2001,1600.0,1024.0,1.0,39.0,117.0,50.0,3.0,8.0,620.0,144.0,1399.0
908,2002,1600.0,1280.0,1.0,41.0,123.0,50.0,3.0,6.0,610.0,138.0,1399.0
909,2001,2048.0,1600.0,3.0,34.0,102.0,50.0,4.0,8.0,620.0,144.0,1399.0
910,2003,2048.0,1632.0,3.0,41.0,123.0,50.0,10.0,1.0,522.0,132.0,1399.0
911,2002,2272.0,1600.0,3.0,34.0,102.0,50.0,4.0,6.0,640.0,138.0,1399.0
912,2003,2592.0,2048.0,5.0,34.0,102.0,50.0,4.0,1.0,606.0,139.0,1399.0
913,1998,1344.0,640.0,1.0,28.0,140.0,20.0,0.0,8.0,900.0,130.0,149.0
914,1999,1344.0,640.0,1.0,28.0,140.0,20.0,0.0,8.0,900.0,130.0,149.0
915,1999,1600.0,1024.0,1.0,38.0,190.0,80.0,8.0,4.0,475.0,107.0,149.0
916,2000,1856.0,1600.0,2.0,38.0,190.0,50.0,2.0,8.0,482.0,107.0,149.0
917,1999,1600.0,640.0,1.0,37.0,37.0,50.0,10.0,4.0,300.0,103.0,429.0
918,2000,1856.0,1600.0,2.0,37.0,37.0,25.0,10.0,8.0,280.0,103.0,429.0
919,2001,2560.0,2048.0,4.0,38.0,190.0,50.0,2.0,16.0,667.0,162.0,149.0
920,2002,2560.0,2048.0,4.0,38.0,190.0,50.0,2.0,32.0,659.0,162.0,149.0
921,2003,3264.0,2592.0,8.0,28.0,200.0,50.0,2.0,0.0,906.0,134.0,429.0
922,2004,2592.0,2048.0,5.0,38.0,114.0,50.0,8.0,32.0,202.0,98.0,429.0
923,2007,2816.0,2048.0,6.0,38.0,114.0,50.0,8.0,2.0,238.0,93.0,429.0
924,2005,2592.0,2048.0,5.0,36.0,432.0,50.0,2.0,32.0,591.0,108.0,429.0
925,2006,2816.0,2048.0,6.0,36.0,432.0,50.0,2.0,32.0,490.0,108.0,429.0
926,2007,3264.0,3264.0,8.0,38.0,380.0,50.0,2.0,31.0,264.0,106.0,429.0
927,2006,3072.0,2592.0,7.0,36.0,432.0,50.0,2.0,32.0,490.0,108.0,429.0
928,2007,3264.0,2592.0,8.0,31.0,465.0,50.0,2.0,31.0,405.0,110.0,429.0
929,2007,3264.0,2592.0,8.0,31.0,465.0,50.0,2.0,31.0,440.0,110.0,429.0
930,2004,2304.0,1280.0,4.0,32.0,96.0,12.0,12.0,16.0,152.0,95.0,429.0
931,2004,2592.0,2048.0,5.0,38.0,114.0,50.0,8.0,32.0,215.0,51.0,429.0
932,2005,2592.0,2048.0,5.0,38.0,114.0,50.0,1.0,32.0,240.0,51.0,399.0
933,2005,3264.0,2592.0,8.0,38.0,114.0,50.0,6.0,32.0,139.0,94.0,429.0
934,2006,3264.0,2592.0,10.0,38.0,114.0,50.0,6.0,32.0,139.0,94.0,399.0
935,2000,2048.0,1600.0,3.0,39.0,117.0,50.0,10.0,8.0,250.0,114.0,429.0
936,2003,2592.0,2048.0,5.0,38.0,114.0,50.0,10.0,32.0,206.0,105.0,149.0
937,2004,2592.0,2048.0,5.0,38.0,114.0,50.0,10.0,32.0,180.0,108.0,149.0
938,2004,3072.0,2592.0,7.0,38.0,114.0,50.0,6.0,32.0,180.0,108.0,149.0
939,2002,1600.0,1280.0,1.0,39.0,117.0,50.0,10.0,16.0,214.0,114.0,399.0
940,2001,1216.0,1024.0,1.0,42.0,42.0,60.0,3.0,4.0,230.0,123.0,399.0
941,2005,3072.0,2592.0,7.0,38.0,114.0,50.0,6.0,32.0,180.0,104.0,399.0
942,2001,1920.0,1600.0,2.0,36.0,36.0,25.0,10.0,8.0,194.0,113.0,429.0
943,2001,1280.0,1024.0,1.0,41.0,123.0,50.0,3.0,4.0,250.0,143.0,149.0
944,2002,1600.0,1280.0,1.0,33.0,33.0,10.0,10.0,8.0,231.0,106.0,429.0
945,2003,2048.0,1632.0,3.0,33.0,33.0,10.0,10.0,16.0,217.0,101.0,429.0
946,2004,2272.0,1600.0,3.0,33.0,33.0,10.0,10.0,16.0,180.0,106.0,429.0
947,2001,2048.0,1600.0,3.0,39.0,117.0,50.0,10.0,8.0,214.0,113.0,429.0
948,2001,1600.0,1024.0,1.0,41.0,123.0,50.0,3.0,4.0,250.0,143.0,149.0
949,2002,1600.0,1280.0,1.0,41.0,82.0,8.0,8.0,16.0,275.0,127.0,429.0
950,2003,2048.0,1632.0,3.0,41.0,82.0,8.0,8.0,16.0,280.0,123.0,429.0
951,2002,2048.0,1600.0,3.0,39.0,117.0,50.0,10.0,16.0,214.0,114.0,149.0
952,2002,2048.0,1600.0,3.0,39.0,117.0,50.0,10.0,16.0,284.0,125.0,149.0
953,2003,2048.0,1632.0,3.0,39.0,117.0,50.0,10.0,16.0,259.0,120.0,149.0
954,2004,2272.0,1600.0,3.0,39.0,117.0,50.0,10.0,16.0,243.0,116.0,149.0
955,2003,2048.0,1632.0,3.0,39.0,117.0,50.0,10.0,16.0,206.0,105.0,429.0
956,2002,2272.0,1600.0,3.0,39.0,117.0,50.0,10.0,16.0,206.0,113.0,429.0
957,2003,2592.0,2048.0,5.0,38.0,114.0,50.0,10.0,16.0,259.0,120.0,429.0
958,2004,2592.0,2048.0,5.0,38.0,114.0,50.0,10.0,32.0,236.0,117.0,429.0
959,2005,3888.0,3264.0,10.0,24.0,120.0,0.0,0.0,0.0,995.0,139.0,429.0
960,2000,1280.0,640.0,1.0,39.0,117.0,25.0,3.0,4.0,370.0,113.0,149.0
961,2005,2304.0,2048.0,4.0,32.0,96.0,0.0,0.0,32.0,184.0,99.0,149.0
962,2000,1600.0,1280.0,1.0,39.0,117.0,25.0,3.0,4.0,370.0,113.0,149.0
963,2005,2304.0,2048.0,4.0,39.0,117.0,50.0,10.0,32.0,249.0,97.0,149.0
964,2006,2816.0,2048.0,6.0,31.0,93.0,12.0,0.0,32.0,180.0,100.0,149.0
965,2007,3072.0,2592.0,7.0,35.0,105.0,35.0,5.0,24.0,178.0,91.0,149.0
966,2000,2048.0,1600.0,3.0,34.0,102.0,25.0,4.0,8.0,420.0,117.0,149.0
967,2007,3072.0,2592.0,7.0,35.0,105.0,35.0,5.0,24.0,178.0,91.0,149.0
968,2001,2048.0,1600.0,3.0,34.0,102.0,50.0,4.0,8.0,444.0,125.0,149.0
969,2007,3264.0,2592.0,8.0,37.0,222.0,50.0,2.0,54.0,245.0,93.0,149.0
970,2001,2272.0,1600.0,3.0,34.0,102.0,50.0,4.0,16.0,444.0,125.0,149.0
971,2005,2304.0,2048.0,4.0,39.0,117.0,50.0,10.0,32.0,253.0,97.0,149.0
972,2003,2592.0,2048.0,5.0,38.0,114.0,25.0,1.0,32.0,180.0,91.0,399.0
973,2006,3072.0,2592.0,7.0,38.0,114.0,50.0,1.0,56.0,168.0,90.0,399.0
974,2007,3264.0,2592.0,8.0,35.0,175.0,50.0,1.0,31.0,197.0,92.0,399.0
975,2004,2592.0,2048.0,5.0,38.0,114.0,50.0,8.0,32.0,186.0,103.0,399.0
976,2007,3264.0,2592.0,8.0,38.0,114.0,50.0,1.0,31.0,197.0,90.0,399.0
977,2007,3264.0,3264.0,8.0,35.0,175.0,50.0,1.0,31.0,160.0,94.0,399.0
978,2004,2592.0,2048.0,5.0,38.0,114.0,50.0,8.0,32.0,186.0,90.0,399.0
979,2006,3072.0,2592.0,7.0,38.0,114.0,50.0,1.0,58.0,172.0,95.0,399.0
980,2005,2592.0,2048.0,5.0,38.0,114.0,50.0,8.0,32.0,150.0,99.0,399.0
981,2005,2592.0,2048.0,5.0,38.0,114.0,50.0,8.0,32.0,139.0,94.0,399.0
982,2006,3072.0,2592.0,7.0,38.0,114.0,50.0,1.0,58.0,170.0,95.0,399.0
983,2005,2592.0,2048.0,5.0,38.0,114.0,50.0,8.0,32.0,134.0,92.0,149.0
984,2005,2816.0,2048.0,6.0,38.0,114.0,50.0,1.0,32.0,185.0,90.0,429.0
985,2002,1280.0,640.0,1.0,33.0,33.0,10.0,10.0,8.0,118.0,85.0,149.0
986,2002,1632.0,640.0,2.0,33.0,33.0,10.0,10.0,8.0,118.0,85.0,399.0
987,2003,1632.0,640.0,2.0,33.0,33.0,10.0,10.0,8.0,130.0,85.0,149.0
988,2003,1632.0,640.0,2.0,33.0,33.0,10.0,10.0,8.0,130.0,83.0,149.0
989,2003,1632.0,640.0,2.0,33.0,33.0,10.0,10.0,8.0,132.0,100.0,149.0
990,2003,1632.0,640.0,2.0,33.0,33.0,10.0,10.0,8.0,200.0,60.0,149.0
991,2003,2592.0,2048.0,5.0,34.0,136.0,40.0,10.0,32.0,298.0,99.0,429.0
992,2004,3072.0,2592.0,7.0,34.0,136.0,40.0,10.0,0.0,390.0,120.0,429.0
993,2004,2592.0,2048.0,5.0,38.0,114.0,50.0,6.0,32.0,250.0,91.0,429.0
994,2006,3264.0,2592.0,8.0,38.0,114.0,50.0,6.0,64.0,192.0,94.0,149.0
995,2007,4000.0,3264.0,12.0,35.0,105.0,34.0,5.0,31.0,195.0,91.0,399.0
996,2006,2816.0,2048.0,6.0,38.0,114.0,50.0,2.0,32.0,153.0,90.0,149.0
997,2007,3072.0,2592.0,7.0,38.0,114.0,30.0,2.0,56.0,149.0,90.0,429.0
998,2005,2592.0,2048.0,5.0,38.0,114.0,50.0,6.0,32.0,250.0,91.0,429.0
999,2006,2816.0,2048.0,6.0,38.0,114.0,50.0,2.0,32.0,157.0,89.0,149.0
1000,2007,3072.0,2592.0,7.0,38.0,114.0,30.0,2.0,56.0,147.0,90.0,429.0
1001,2005,3072.0,2592.0,7.0,38.0,114.0,50.0,6.0,32.0,250.0,91.0,149.0
1002,2006,3072.0,2592.0,7.0,38.0,114.0,50.0,2.0,58.0,157.0,89.0,149.0
1003,2007,3072.0,2592.0,7.0,35.0,105.0,50.0,4.0,31.0,175.0,91.0,149.0
1004,2007,3254.0,2592.0,8.0,35.0,105.0,50.0,4.0,31.0,175.0,91.0,429.0
1005,2006,3872.0,3896.0,10.0,0.0,0.0,0.0,0.0,0.0,638.0,133.0,599.0
1006,2007,4272.0,3104.0,12.0,0.0,0.0,0.0,0.0,0.0,768.0,142.0,599.0
1007,2002,1280.0,1024.0,1.0,37.0,111.0,0.0,0.0,1.0,0.0,0.0,1399.0
1008,2002,1600.0,1024.0,1.0,37.0,111.0,19.0,3.0,1.0,520.0,142.0,1399.0
1009,1998,640.0,320.0,0.0,40.0,400.0,1.0,1.0,1.0,500.0,138.0,1399.0
1010,1999,640.0,320.0,0.0,40.0,400.0,1.0,1.0,1.0,500.0,138.0,1399.0
1011,2001,640.0,320.0,0.0,40.0,400.0,1.0,1.0,1.0,580.0,138.0,1399.0
1012,1998,1024.0,640.0,0.0,37.0,111.0,1.0,1.0,1.0,580.0,140.0,1399.0
1013,1999,1024.0,640.0,0.0,37.0,111.0,1.0,1.0,1.0,580.0,142.0,1399.0
1014,2000,1280.0,1280.0,1.0,37.0,111.0,1.0,1.0,1.0,0.0,0.0,1399.0
1015,2001,1280.0,1024.0,1.0,39.0,117.0,25.0,3.0,1.0,630.0,143.0,1399.0
1016,1999,1280.0,1024.0,1.0,34.0,270.0,4.0,4.0,1.0,600.0,142.0,1399.0
1017,2000,1280.0,1280.0,1.0,34.0,270.0,4.0,4.0,1.0,0.0,0.0,1399.0
1018,2001,1472.0,1280.0,1.0,41.0,328.0,25.0,3.0,1.0,660.0,126.0,1399.0
1019,2000,1600.0,1600.0,1.0,37.0,370.0,80.0,3.0,1.0,900.0,0.0,1399.0
1020,2001,1600.0,1024.0,1.0,39.0,390.0,25.0,2.0,1.0,990.0,126.0,1399.0
1021,2002,2048.0,1024.0,3.0,35.0,105.0,55.0,12.0,8.0,205.0,91.0,177.0
1022,2002,2048.0,1024.0,3.0,35.0,100.0,80.0,10.0,8.0,320.0,116.0,177.0
1023,2003,2400.0,1200.0,3.0,35.0,100.0,80.0,10.0,16.0,0.0,0.0,599.0
1024,2003,2560.0,2048.0,4.0,35.0,105.0,80.0,10.0,16.0,230.0,93.0,177.0
1025,1998,1280.0,640.0,1.0,35.0,35.0,50.0,9.0,4.0,290.0,123.0,62.0
1026,2001,1280.0,640.0,1.0,52.0,52.0,90.0,0.0,8.0,240.0,116.0,62.0
1027,2001,1600.0,800.0,1.0,39.0,39.0,50.0,0.0,8.0,240.0,116.0,177.0
1028,2001,1729.0,896.0,2.0,38.0,114.0,40.0,8.0,8.0,320.0,105.0,177.0
1029,1999,1280.0,640.0,1.0,38.0,115.0,90.0,25.0,4.0,380.0,122.0,62.0
1030,1999,1600.0,800.0,1.0,40.0,40.0,50.0,10.0,8.0,290.0,112.0,62.0
1031,1999,1600.0,800.0,1.0,40.0,120.0,90.0,25.0,8.0,350.0,130.0,62.0
1032,2000,1792.0,896.0,2.0,38.0,86.0,50.0,5.0,4.0,320.0,121.0,449.0
1033,2001,1792.0,896.0,2.0,38.0,114.0,50.0,5.0,8.0,310.0,123.0,62.0
1034,2001,2048.0,1024.0,3.0,38.0,114.0,10.0,10.0,8.0,320.0,120.0,62.0
1035,2000,2048.0,1024.0,3.0,35.0,105.0,80.0,9.0,16.0,390.0,116.0,62.0
1036,2001,2048.0,1024.0,3.0,35.0,98.0,80.0,10.0,8.0,340.0,107.0,62.0
1037,2001,2400.0,1200.0,3.0,35.0,98.0,80.0,10.0,16.0,340.0,107.0,62.0
1038,2002,1600.0,800.0,1.0,38.0,38.0,40.0,20.0,8.0,180.0,86.0,129.0
